,Platform,Active_Users_M,Avg_Rating,Problems_Count,Problems_Difficulty,Job_Integration,Contest_Frequency,Pricing_Model,Founded_Year,Mobile_App_Available,Certifications_Offered,Learning_Paths,Forum_Activity_Level,Platform_Score
914,Codeforces,9.3,4.6,3436,Varied,No,Occasionally,Freemium,2021,False,False,6,Low,80
915,CodeChef,29.3,3.8,1390,Easy,Yes,Weekly,Paid,2016,True,True,5,Medium,117
916,Codeforces,8.4,3.8,930,Medium,Limited,Monthly,Paid,2007,True,False,9,Medium,81
917,Codeforces,9.1,4.0,777,Medium,Yes,Biweekly,Free,2011,False,True,10,High,100
918,LeetCode,7.7,3.9,500,Medium,Yes,Occasionally,Free,2009,False,False,10,Low,87
919,Codeforces,10.4,3.9,2515,Hard,Yes,Monthly,Freemium,2017,False,False,9,Medium,93
920,Codeforces,11.7,3.8,3708,Varied,Limited,Weekly,Freemium,2019,True,False,6,Low,84
921,LeetCode,21.5,3.6,2471,Varied,No,Monthly,Free,2007,True,True,1,Medium,83
922,Codeforces,20.1,3.8,529,Easy,No,Biweekly,Free,2012,False,False,4,Medium,85
923,CodeChef,9.4,3.7,805,Easy,Limited,Occasionally,Paid,2013,False,False,5,Low,71
924,CodeChef,10.5,3.9,2684,Varied,No,Weekly,Freemium,2017,True,True,4,Low,79
925,Codeforces,21.4,3.5,3626,Hard,Yes,Biweekly,Freemium,2007,False,True,2,Medium,97
926,CodeChef,26.3,4.2,3455,Easy,Yes,Occasionally,Freemium,2014,False,True,9,Medium,124
927,LeetCode,22.6,4.1,1573,Easy,No,Monthly,Freemium,2006,False,False,8,Low,99
928,Codeforces,16.2,4.6,2948,Hard,Limited,Monthly,Freemium,2015,False,False,9,Low,101
929,Codeforces,13.4,4.3,3492,Hard,Yes,Monthly,Freemium,2006,False,False,6,High,97
930,HackerRank,11.4,4.0,3064,Medium,No,Monthly,Free,2021,False,False,4,Low,71
931,LeetCode,26.7,4.3,2581,Medium,No,Biweekly,Paid,2019,False,True,2,Low,98
932,CodeChef,2.5,3.8,959,Varied,Limited,Biweekly,Free,2016,True,False,1,Low,56
933,CodeChef,21.1,3.9,1701,Hard,Limited,Biweekly,Freemium,2012,True,True,7,High,108
934,CodeChef,13.6,4.4,751,Varied,Limited,Biweekly,Freemium,2017,False,True,7,Low,97
935,CodeChef,27.9,4.2,2371,Medium,Yes,Monthly,Free,2013,True,False,10,Medium,122
936,CodeChef,23.4,4.4,3151,Hard,Yes,Monthly,Paid,2006,False,False,3,Medium,102
937,Codeforces,4.8,4.0,3112,Hard,Limited,Weekly,Freemium,2011,False,False,3,Low,69
938,CodeChef,15.2,3.9,927,Easy,No,Occasionally,Free,2012,True,True,6,Medium,87
939,HackerRank,23.3,4.5,1013,Hard,No,Occasionally,Paid,2011,True,False,5,High,99
940,CodeChef,28.5,4.9,3546,Hard,No,Biweekly,Paid,2015,False,True,6,High,119
941,LeetCode,4.5,4.9,1392,Varied,Yes,Weekly,Paid,2013,False,False,7,Low,88
942,CodeChef,18.7,4.9,1175,Varied,Yes,Occasionally,Free,2018,False,False,10,Medium,115
943,CodeChef,28.2,4.0,1245,Hard,Limited,Occasionally,Paid,2022,False,False,5,High,106
944,LeetCode,3.0,3.8,3812,Medium,Yes,Biweekly,Paid,2015,True,True,8,Medium,82
945,Codeforces,16.4,4.7,2326,Varied,Yes,Occasionally,Free,2018,True,False,7,Low,102
946,CodeChef,7.2,3.9,3317,Varied,Yes,Biweekly,Freemium,2008,True,False,6,High,85
947,Codeforces,27.7,4.1,854,Medium,No,Biweekly,Freemium,2018,True,True,9,High,119
948,HackerRank,20.8,4.4,2856,Easy,No,Biweekly,Paid,2022,True,False,3,Low,87
949,LeetCode,3.4,3.5,1814,Easy,Yes,Monthly,Freemium,2021,False,False,6,Medium,72
950,HackerRank,8.3,3.8,3902,Varied,Yes,Monthly,Freemium,2017,False,False,1,Low,70
951,Codeforces,2.7,4.1,1595,Hard,No,Weekly,Freemium,2014,True,True,10,High,85
952,HackerRank,1.8,3.8,1834,Easy,Yes,Monthly,Free,2015,False,False,6,Low,69
953,Codeforces,17.0,4.9,615,Easy,Yes,Weekly,Paid,2019,True,False,6,Low,104
954,Codeforces,9.2,4.8,2822,Hard,Yes,Biweekly,Paid,2012,False,False,2,High,86
955,HackerRank,13.0,3.5,3180,Medium,Yes,Weekly,Freemium,2006,False,False,4,Low,84
956,HackerRank,17.8,3.8,1754,Hard,No,Occasionally,Free,2018,False,True,7,High,94
957,Codeforces,29.4,5.0,2152,Hard,Yes,Occasionally,Paid,2018,False,True,6,Medium,128
958,LeetCode,24.4,4.1,662,Varied,No,Weekly,Free,2012,False,False,5,Low,97
959,HackerRank,9.7,4.8,3802,Hard,Limited,Biweekly,Paid,2008,False,True,1,High,85
960,HackerRank,23.5,4.7,2213,Easy,Limited,Weekly,Freemium,2020,False,True,6,High,119
961,HackerRank,14.3,3.7,583,Medium,Limited,Weekly,Freemium,2019,False,False,2,High,82
962,HackerRank,5.6,4.1,1891,Varied,Limited,Weekly,Paid,2013,False,False,4,Medium,72
963,CodeChef,4.9,4.8,1873,Medium,No,Monthly,Freemium,2007,True,False,4,Low,71
964,LeetCode,29.9,4.3,1410,Hard,Limited,Biweekly,Free,2008,True,True,7,High,123
965,CodeChef,23.8,4.1,3494,Medium,No,Biweekly,Freemium,2014,False,False,6,High,102
966,CodeChef,2.0,4.7,3073,Medium,No,Weekly,Freemium,2019,False,False,7,Low,75
967,Codeforces,9.4,3.6,1059,Easy,Limited,Monthly,Freemium,2012,True,True,3,Low,74
968,Codeforces,16.5,4.6,1805,Hard,Limited,Biweekly,Free,2007,True,False,4,Low,91
969,LeetCode,15.2,4.5,1321,Easy,Yes,Biweekly,Freemium,2016,False,True,5,High,106
970,LeetCode,12.6,4.6,591,Easy,No,Monthly,Freemium,2015,True,True,6,Low,90
971,Codeforces,7.9,3.7,2043,Easy,No,Occasionally,Freemium,2005,False,False,5,Low,67
972,HackerRank,11.4,4.2,2666,Medium,No,Weekly,Free,2022,True,True,6,Low,85
973,CodeChef,12.5,4.2,1160,Medium,Yes,Occasionally,Free,2006,False,True,5,High,96
974,LeetCode,25.7,4.8,2126,Varied,Yes,Monthly,Paid,2021,False,False,1,Medium,106
975,LeetCode,3.8,3.8,1733,Easy,Yes,Biweekly,Freemium,2005,True,False,3,Medium,71
976,LeetCode,23.2,3.6,3741,Varied,Limited,Occasionally,Free,2009,False,True,9,Medium,107
977,HackerRank,11.8,4.3,1929,Medium,No,Monthly,Free,2007,False,False,5,Low,77
978,CodeChef,26.6,3.7,3755,Easy,No,Biweekly,Freemium,2015,True,False,9,High,108
979,HackerRank,20.2,5.0,3276,Easy,No,Occasionally,Free,2010,True,True,8,Medium,109
980,CodeChef,4.3,4.9,972,Varied,Limited,Occasionally,Free,2009,True,True,7,High,89
981,Codeforces,13.0,4.4,2361,Hard,Yes,Weekly,Free,2015,False,True,7,Low,102
982,CodeChef,6.4,4.5,1336,Varied,No,Monthly,Freemium,2005,True,True,9,High,90
983,HackerRank,18.0,4.8,1716,Medium,Yes,Weekly,Paid,2018,False,True,2,Low,102
984,CodeChef,24.2,4.7,1323,Easy,No,Occasionally,Freemium,2022,True,True,6,High,112
985,CodeChef,25.5,3.7,3678,Varied,Limited,Occasionally,Freemium,2014,True,True,10,High,117
986,Codeforces,24.9,4.8,1516,Medium,No,Occasionally,Free,2020,False,False,3,Low,97
987,CodeChef,17.4,4.0,2411,Medium,No,Weekly,Freemium,2007,False,True,9,Low,100
988,HackerRank,11.4,4.9,1294,Varied,No,Occasionally,Paid,2014,True,True,5,High,90
989,CodeChef,11.9,4.9,3586,Varied,Yes,Occasionally,Free,2006,False,False,1,Low,85
990,CodeChef,10.5,4.9,1829,Varied,No,Occasionally,Paid,2019,True,True,4,Low,83
991,CodeChef,19.9,3.6,2319,Medium,Limited,Monthly,Paid,2016,True,True,3,Medium,89
992,CodeChef,23.3,4.6,3525,Easy,Yes,Weekly,Freemium,2022,True,True,8,Low,123
993,HackerRank,5.6,4.4,2032,Varied,No,Biweekly,Freemium,2010,True,True,9,High,88
994,HackerRank,26.3,3.8,3396,Medium,Yes,Biweekly,Free,2015,False,False,3,High,104
995,CodeChef,11.5,3.6,833,Easy,Yes,Occasionally,Freemium,2012,True,True,5,Medium,88
996,Codeforces,10.3,3.8,2844,Varied,Limited,Weekly,Free,2007,True,True,5,Low,82
997,CodeChef,11.0,3.6,1902,Varied,Limited,Weekly,Paid,2016,False,True,1,High,76
998,HackerRank,7.7,3.9,1683,Hard,No,Biweekly,Free,2018,False,False,4,Low,66
999,CodeChef,26.4,4.6,3933,Medium,Yes,Biweekly,Paid,2008,False,False,7,Medium,118
1000,CodeChef,26.9,3.9,2321,Varied,No,Occasionally,Paid,2017,True,False,3,Medium,92
1001,CodeChef,2.2,4.3,3283,Medium,Yes,Biweekly,Free,2016,False,True,9,High,90
1002,CodeChef,22.9,4.7,2702,Medium,No,Monthly,Paid,2007,True,True,6,High,107
1003,CodeChef,26.0,4.1,3468,Easy,No,Weekly,Freemium,2013,False,True,6,Low,108
1004,Codeforces,7.0,3.7,1726,Hard,Limited,Biweekly,Paid,2020,False,True,5,Low,74
1005,CodeChef,6.6,4.7,2328,Hard,No,Occasionally,Freemium,2014,False,False,2,Low,69
1006,HackerRank,20.5,5.0,2249,Medium,Limited,Monthly,Freemium,2005,True,True,2,Low,103
1007,CodeChef,24.1,4.4,2698,Hard,No,Monthly,Freemium,2008,True,True,6,Medium,107
1008,LeetCode,11.6,4.6,2224,Easy,No,Weekly,Paid,2010,False,True,8,High,96
1009,CodeChef,10.6,3.8,2637,Easy,Limited,Biweekly,Free,2021,True,True,2,Medium,77
1010,Codeforces,13.8,4.8,2171,Easy,Yes,Occasionally,Paid,2014,True,True,1,Medium,93
1011,LeetCode,11.5,4.3,1639,Varied,No,Monthly,Free,2019,True,True,5,High,85
1012,LeetCode,25.1,4.9,1414,Easy,No,Biweekly,Paid,2012,False,False,10,Low,113
1013,LeetCode,22.3,3.8,1605,Easy,No,Occasionally,Paid,2005,True,False,10,Low,96
1014,LeetCode,16.2,4.4,2736,Hard,Yes,Weekly,Free,2017,True,False,4,Low,95
1015,CodeChef,24.1,3.8,1127,Medium,No,Weekly,Paid,2019,True,False,8,High,102
1016,Codeforces,4.5,4.5,2383,Easy,No,Monthly,Paid,2015,False,True,3,Low,68
1017,LeetCode,9.1,3.6,1179,Medium,Limited,Monthly,Freemium,2016,True,False,7,High,81
1018,Codeforces,22.0,4.4,1457,Hard,Yes,Monthly,Freemium,2019,True,True,3,High,110
1019,LeetCode,24.3,3.8,1636,Varied,Limited,Occasionally,Freemium,2016,True,True,9,Low,110
1020,Codeforces,14.4,4.5,3767,Medium,No,Monthly,Paid,2007,False,True,1,Low,79
1021,LeetCode,17.8,4.6,1087,Hard,Yes,Weekly,Paid,2012,False,True,3,Medium,104
1022,LeetCode,3.8,3.5,2050,Hard,Limited,Biweekly,Freemium,2016,False,False,4,High,67
1023,HackerRank,26.5,4.7,1622,Varied,Limited,Biweekly,Freemium,2008,True,False,5,Low,111
1024,LeetCode,5.6,3.7,929,Varied,Limited,Monthly,Paid,2016,False,False,8,High,75
1025,LeetCode,19.9,4.4,2348,Varied,Yes,Occasionally,Free,2021,False,False,5,Low,100
1026,HackerRank,23.5,5.0,3981,Easy,Limited,Biweekly,Freemium,2015,True,True,2,High,112
1027,CodeChef,16.0,4.9,2594,Medium,Yes,Monthly,Freemium,2013,True,True,3,Medium,104
1028,CodeChef,6.2,3.5,3857,Medium,Limited,Biweekly,Paid,2008,True,True,9,Low,78
1029,HackerRank,10.7,3.8,1928,Medium,Limited,Weekly,Paid,2020,True,True,8,High,92
1030,LeetCode,17.5,4.1,548,Easy,No,Biweekly,Freemium,2017,False,True,10,Medium,103
1031,Codeforces,17.0,4.8,3394,Varied,Yes,Occasionally,Free,2019,True,False,9,Low,108
1032,CodeChef,8.7,4.3,2055,Hard,Limited,Biweekly,Freemium,2007,False,False,3,High,80
1033,HackerRank,2.3,4.9,2738,Easy,Limited,Weekly,Paid,2008,False,True,8,Medium,88
1034,CodeChef,10.5,5.0,3759,Hard,No,Occasionally,Free,2015,True,False,4,Low,80
1035,Codeforces,1.9,4.2,1243,Hard,Limited,Monthly,Free,2007,True,True,2,High,69
1036,HackerRank,8.3,4.0,3158,Medium,Limited,Weekly,Free,2011,False,False,4,Low,74
1037,HackerRank,17.9,4.5,1680,Hard,Limited,Weekly,Paid,2016,True,True,6,Low,102
1038,HackerRank,13.0,4.8,3283,Varied,Yes,Weekly,Free,2013,False,False,10,Medium,108
1039,LeetCode,14.0,4.4,972,Varied,No,Biweekly,Paid,2007,False,False,6,Low,83
1040,CodeChef,10.5,3.7,3029,Medium,No,Biweekly,Freemium,2017,True,True,4,Medium,77
1041,CodeChef,28.2,4.2,1829,Varied,Limited,Biweekly,Freemium,2009,True,True,9,Low,121
1042,HackerRank,27.4,4.2,585,Easy,Yes,Monthly,Freemium,2013,False,True,5,Medium,118
1043,CodeChef,29.9,4.7,1914,Hard,No,Monthly,Freemium,2013,False,False,5,Low,110
1044,HackerRank,20.8,4.0,3923,Varied,Limited,Biweekly,Paid,2010,False,True,10,Medium,109
1045,HackerRank,19.0,4.9,3581,Medium,Limited,Biweekly,Paid,2021,True,False,3,High,98
1046,HackerRank,20.7,4.1,2057,Easy,No,Biweekly,Free,2015,True,False,4,Low,87
1047,LeetCode,7.5,4.5,1144,Medium,Limited,Biweekly,Paid,2021,True,False,9,Medium,87
1048,LeetCode,29.8,4.3,3891,Medium,No,Biweekly,Paid,2015,True,True,3,High,109
1049,Codeforces,20.4,4.1,741,Hard,No,Monthly,Free,2017,False,True,8,Medium,101
1050,CodeChef,11.0,4.6,3944,Easy,Yes,Occasionally,Paid,2005,False,False,3,Medium,86
1051,CodeChef,19.7,3.7,1851,Medium,Limited,Weekly,Paid,2014,True,False,3,High,90
1052,CodeChef,1.5,4.3,1153,Varied,Yes,Monthly,Paid,2013,True,False,8,Medium,78
1053,HackerRank,12.3,3.7,2392,Hard,Limited,Occasionally,Paid,2020,True,True,9,Low,88
1054,HackerRank,23.3,3.7,3424,Varied,Yes,Occasionally,Freemium,2020,False,False,1,Low,92
1055,LeetCode,13.4,4.0,2654,Easy,Yes,Monthly,Paid,2011,False,False,4,Medium,85
1056,CodeChef,23.9,4.8,2934,Easy,Limited,Occasionally,Freemium,2015,True,True,5,Low,112
1057,LeetCode,19.3,4.2,1308,Easy,Yes,Monthly,Freemium,2021,False,True,9,Low,112
1058,LeetCode,29.8,3.5,3637,Medium,No,Occasionally,Freemium,2011,False,False,7,Medium,104
1059,HackerRank,4.5,3.9,2654,Hard,Yes,Occasionally,Free,2011,False,False,10,High,86
1060,HackerRank,12.5,3.6,2754,Hard,Limited,Monthly,Free,2017,False,False,4,High,78
1061,LeetCode,5.2,3.5,1907,Medium,Limited,Occasionally,Paid,2011,True,True,9,Low,76
1062,LeetCode,27.7,4.6,1415,Easy,No,Weekly,Free,2006,False,True,1,Medium,106
1063,HackerRank,6.1,4.3,1322,Varied,Yes,Monthly,Free,2016,False,False,9,Low,86
1064,Codeforces,17.7,3.7,1625,Easy,Limited,Monthly,Freemium,2012,True,False,3,Low,83
1065,CodeChef,21.3,4.4,3216,Varied,Limited,Weekly,Free,2012,False,True,7,Low,109
1066,HackerRank,5.9,3.5,2168,Varied,Yes,Occasionally,Paid,2008,False,False,3,Low,65
1067,Codeforces,9.6,3.6,3296,Easy,Limited,Weekly,Free,2008,True,False,7,Medium,80
1068,Codeforces,26.1,4.4,3387,Varied,Limited,Occasionally,Free,2009,True,False,7,Low,108
1069,LeetCode,17.7,3.6,1991,Easy,Yes,Monthly,Freemium,2016,False,True,7,Medium,102
1070,Codeforces,1.2,4.6,572,Varied,No,Biweekly,Free,2009,True,True,6,Medium,74
1071,LeetCode,27.9,4.8,2382,Easy,No,Biweekly,Freemium,2010,True,False,10,Medium,121
1072,Codeforces,23.1,4.4,1819,Hard,Yes,Weekly,Freemium,2010,False,False,4,Low,108
1073,LeetCode,24.3,4.9,1822,Easy,Limited,Occasionally,Free,2009,True,True,2,High,109
1074,LeetCode,16.0,4.6,1889,Easy,Limited,Monthly,Free,2008,True,True,3,Medium,94
1075,CodeChef,26.1,4.1,3110,Easy,Yes,Biweekly,Free,2016,False,False,5,High,111
1076,CodeChef,10.5,4.4,3058,Easy,Limited,Biweekly,Paid,2021,True,False,7,Low,85
1077,Codeforces,7.0,4.4,1158,Easy,Yes,Monthly,Freemium,2021,True,False,4,Medium,82
1078,LeetCode,14.0,4.5,2671,Hard,Limited,Biweekly,Paid,2022,False,False,7,High,95
1079,Codeforces,23.0,3.7,3263,Easy,No,Biweekly,Free,2012,True,True,6,High,100
1080,LeetCode,29.2,4.9,723,Varied,No,Monthly,Freemium,2015,True,True,9,Medium,126
1081,HackerRank,14.5,4.6,1417,Medium,Limited,Weekly,Free,2022,True,True,3,Low,93
1082,CodeChef,23.0,4.1,706,Medium,No,Occasionally,Free,2011,False,False,4,High,94
1083,LeetCode,27.1,4.8,1518,Easy,Limited,Occasionally,Free,2012,True,True,1,High,111
1084,Codeforces,10.0,4.3,621,Medium,Limited,Occasionally,Free,2018,False,True,7,High,92
1085,Codeforces,11.3,4.7,3861,Medium,No,Occasionally,Paid,2009,True,True,1,Medium,78
1086,Codeforces,12.1,4.4,1733,Hard,Limited,Biweekly,Paid,2012,False,False,8,Low,89
1087,LeetCode,23.5,4.9,3945,Varied,Yes,Weekly,Freemium,2020,True,True,3,High,120
1088,LeetCode,9.0,4.2,3175,Easy,Yes,Monthly,Free,2021,True,True,10,Low,96
1089,HackerRank,26.6,3.8,3162,Medium,No,Weekly,Paid,2019,False,True,1,Low,93
1090,CodeChef,22.8,4.6,2278,Hard,Yes,Biweekly,Paid,2015,True,False,1,Low,98
1091,Codeforces,7.8,3.7,3297,Easy,Limited,Monthly,Freemium,2006,True,False,4,High,74
1092,Codeforces,16.6,3.8,3608,Varied,Limited,Weekly,Freemium,2011,False,False,6,Low,91
1093,LeetCode,3.5,4.2,1815,Hard,Yes,Occasionally,Paid,2015,True,False,4,Medium,72
1094,LeetCode,18.6,4.7,2382,Varied,Yes,Biweekly,Freemium,2008,True,True,1,Low,101
1095,CodeChef,15.8,4.1,1131,Medium,No,Monthly,Paid,2019,False,True,6,Medium,89
1096,Codeforces,5.0,3.5,3567,Medium,Limited,Weekly,Freemium,2014,True,True,6,Medium,78
1097,LeetCode,19.6,4.2,3048,Varied,Limited,Monthly,Free,2019,True,True,10,Medium,109
1098,LeetCode,6.6,4.2,664,Hard,No,Biweekly,Freemium,2011,True,False,10,High,85
1099,HackerRank,10.5,3.8,1486,Hard,Limited,Occasionally,Freemium,2007,False,False,10,High,91
1100,LeetCode,18.5,4.0,3327,Hard,Limited,Monthly,Paid,2019,True,False,10,Low,98
1101,LeetCode,29.1,4.5,2566,Hard,Yes,Monthly,Free,2019,True,True,2,Low,114
1102,HackerRank,11.5,4.6,2174,Varied,Yes,Monthly,Freemium,2016,True,False,3,High,91
1103,HackerRank,22.1,4.1,3897,Varied,Yes,Monthly,Freemium,2011,False,False,6,Medium,106
1104,LeetCode,21.6,4.4,3463,Varied,Yes,Weekly,Paid,2013,True,False,6,High,110
1105,HackerRank,15.9,4.6,3619,Hard,Limited,Monthly,Free,2020,True,True,10,Low,106
1106,HackerRank,2.2,4.5,3032,Hard,No,Weekly,Freemium,2020,False,False,10,Medium,81
1107,LeetCode,4.1,3.7,3805,Hard,Limited,Weekly,Paid,2020,False,False,2,High,64
1108,LeetCode,8.5,4.0,795,Medium,Yes,Monthly,Paid,2012,True,True,9,High,95
1109,CodeChef,3.6,3.5,505,Hard,Yes,Occasionally,Free,2012,False,False,3,Low,62
1110,CodeChef,28.5,4.1,2283,Medium,No,Weekly,Paid,2022,True,False,8,Low,108
1111,CodeChef,25.4,3.8,3332,Hard,Yes,Biweekly,Paid,2022,False,False,2,High,100
1112,LeetCode,14.0,3.5,3505,Easy,Limited,Biweekly,Freemium,2014,False,True,5,Low,85
1113,CodeChef,26.0,3.9,1354,Hard,No,Biweekly,Free,2017,True,True,6,Low,102
1114,LeetCode,23.2,3.7,1766,Medium,Yes,Occasionally,Freemium,2016,False,False,6,High,106
1115,CodeChef,3.9,4.3,2030,Medium,Limited,Monthly,Paid,2021,True,True,1,Medium,68
1116,Codeforces,12.8,3.7,1850,Varied,No,Occasionally,Freemium,2016,True,True,4,Medium,79
1117,LeetCode,21.4,4.5,3400,Hard,No,Monthly,Paid,2007,True,True,10,Medium,109
1118,LeetCode,14.2,4.4,3020,Varied,Yes,Occasionally,Freemium,2017,True,True,7,Low,102
1119,LeetCode,23.4,3.5,1566,Varied,No,Occasionally,Paid,2009,False,True,7,High,98
1120,Codeforces,17.5,4.8,2666,Varied,Limited,Weekly,Paid,2015,False,False,2,Medium,93
1121,Codeforces,19.6,4.2,3827,Varied,Limited,Occasionally,Paid,2009,True,False,6,Medium,95
1122,Codeforces,20.4,4.7,3855,Hard,Yes,Occasionally,Free,2019,False,True,9,High,121
1123,Codeforces,27.1,3.5,2239,Varied,No,Monthly,Freemium,2008,True,True,10,High,113
1124,HackerRank,29.6,3.9,2732,Easy,No,Weekly,Free,2006,False,True,6,Low,109
1125,HackerRank,14.3,5.0,1822,Medium,Yes,Biweekly,Free,2021,True,False,7,High,106
1126,Codeforces,3.7,5.0,2002,Medium,Limited,Monthly,Free,2022,False,False,9,Low,85
1127,CodeChef,25.7,3.8,1591,Easy,Yes,Weekly,Paid,2019,False,False,2,High,103
1128,HackerRank,8.9,4.1,1006,Easy,No,Biweekly,Paid,2010,False,False,5,High,74
1129,Codeforces,18.9,3.5,3288,Hard,Yes,Monthly,Freemium,2005,True,True,3,Medium,94
1130,HackerRank,22.7,4.2,1613,Easy,No,Occasionally,Paid,2008,False,True,8,High,106
1131,HackerRank,6.1,5.0,3476,Easy,Limited,Occasionally,Free,2013,False,True,10,High,99
1132,LeetCode,12.0,4.9,1059,Easy,Yes,Monthly,Paid,2005,False,False,7,Low,96
1133,HackerRank,2.1,4.8,3826,Hard,No,Biweekly,Free,2018,True,False,7,Low,72
1134,CodeChef,16.2,4.2,3290,Medium,Limited,Biweekly,Free,2016,False,False,3,Medium,86
1135,HackerRank,16.9,3.9,726,Varied,Yes,Biweekly,Free,2006,True,True,6,Medium,100
1136,LeetCode,8.9,4.2,2759,Medium,Yes,Occasionally,Freemium,2017,True,False,3,High,83
1137,LeetCode,23.1,3.9,3410,Hard,Yes,Occasionally,Freemium,2013,False,True,5,High,111
1138,LeetCode,14.2,4.7,3134,Easy,Limited,Occasionally,Free,2007,False,False,9,High,101
1139,Codeforces,17.0,3.8,3762,Medium,Yes,Biweekly,Paid,2006,True,False,9,Medium,100
1140,LeetCode,29.4,3.9,2683,Easy,Yes,Weekly,Free,2009,False,True,5,High,121
1141,LeetCode,10.6,4.2,971,Varied,Limited,Biweekly,Paid,2015,True,True,3,Medium,82
1142,Codeforces,21.4,4.5,2600,Varied,Yes,Monthly,Paid,2011,False,True,3,Low,103
1143,HackerRank,12.8,4.1,3471,Medium,No,Occasionally,Paid,2007,False,True,2,Low,74
1144,LeetCode,28.7,4.1,3083,Easy,Yes,Biweekly,Free,2017,True,True,4,High,118
1145,HackerRank,22.2,4.7,3749,Medium,Limited,Weekly,Free,2005,True,False,8,Low,110
1146,Codeforces,12.4,4.4,773,Varied,No,Biweekly,Freemium,2006,True,False,9,Low,90
1147,HackerRank,4.3,3.7,2433,Varied,Limited,Monthly,Freemium,2007,False,True,4,Low,69
1148,HackerRank,10.7,3.6,1264,Hard,Yes,Biweekly,Freemium,2010,False,True,3,Medium,84
1149,CodeChef,24.5,3.8,2985,Hard,Limited,Biweekly,Freemium,2010,True,True,9,Medium,114
1150,CodeChef,4.2,4.0,3380,Varied,No,Biweekly,Freemium,2012,True,False,10,Low,75
1151,LeetCode,27.6,4.8,2622,Medium,Limited,Occasionally,Free,2010,True,True,4,High,117
1152,HackerRank,2.7,3.5,2005,Hard,No,Occasionally,Paid,2009,True,True,7,Medium,65
1153,HackerRank,27.0,4.1,2677,Hard,Limited,Occasionally,Free,2016,False,True,2,Medium,104
1154,CodeChef,17.6,4.9,1491,Varied,Yes,Weekly,Freemium,2014,True,True,9,Low,119
1155,CodeChef,14.5,4.1,895,Medium,Limited,Weekly,Free,2020,False,False,1,High,83
1156,Codeforces,10.5,4.2,1601,Medium,No,Monthly,Paid,2012,False,True,2,Medium,74
1157,CodeChef,11.7,3.7,2075,Hard,Yes,Biweekly,Paid,2009,False,False,6,Medium,85
1158,HackerRank,20.0,4.6,1143,Easy,Limited,Biweekly,Paid,2020,False,True,6,Medium,106
1159,HackerRank,9.6,4.1,2510,Hard,Yes,Monthly,Paid,2005,False,True,8,Low,91
1160,CodeChef,1.0,3.8,3751,Hard,No,Occasionally,Paid,2015,True,False,2,Low,48
1161,HackerRank,16.9,3.5,2895,Hard,Yes,Occasionally,Free,2005,True,False,4,Medium,86
1162,Codeforces,17.7,3.9,2791,Hard,No,Biweekly,Freemium,2021,True,False,7,Low,89
1163,HackerRank,12.3,4.5,2253,Medium,Limited,Occasionally,Freemium,2010,False,False,1,Low,78
1164,CodeChef,9.4,4.6,1454,Varied,Yes,Monthly,Freemium,2018,True,False,6,Medium,92
1165,CodeChef,22.2,4.4,2661,Easy,No,Biweekly,Freemium,2022,False,False,5,Low,96
1166,HackerRank,29.7,3.6,3472,Easy,No,Weekly,Freemium,2009,True,False,10,Low,112
1167,CodeChef,24.6,3.6,3515,Varied,Yes,Weekly,Freemium,2006,False,False,6,Low,106
1168,CodeChef,24.6,4.5,3699,Varied,Limited,Biweekly,Freemium,2022,True,True,9,Medium,121
1169,HackerRank,20.2,4.3,2287,Varied,Limited,Biweekly,Free,2019,True,False,1,High,91
1170,LeetCode,21.9,4.4,1004,Varied,Limited,Occasionally,Paid,2007,True,True,1,Medium,96
1171,LeetCode,13.3,4.4,1878,Easy,No,Monthly,Freemium,2007,True,False,6,High,88
1172,LeetCode,5.8,3.6,2806,Medium,Yes,Weekly,Paid,2005,True,True,7,High,86
1173,HackerRank,22.6,4.8,2623,Easy,No,Occasionally,Freemium,2021,True,False,1,Medium,94
1174,HackerRank,23.2,4.5,1914,Hard,Yes,Biweekly,Freemium,2021,True,False,4,Low,107
1175,LeetCode,20.2,4.1,3282,Hard,No,Monthly,Free,2008,True,False,6,Medium,91
1176,HackerRank,12.0,4.5,675,Easy,No,Monthly,Freemium,2009,True,True,3,Low,82
1177,Codeforces,21.9,4.2,3584,Easy,No,Monthly,Free,2005,False,True,1,Low,88
1178,LeetCode,9.4,4.8,2850,Varied,Limited,Occasionally,Freemium,2020,False,False,3,Low,81
1179,CodeChef,13.6,4.3,3780,Easy,No,Monthly,Freemium,2005,False,True,4,Medium,86
1180,CodeChef,15.8,4.6,553,Hard,Yes,Biweekly,Paid,2005,False,True,2,High,99
1181,Codeforces,22.3,4.8,1350,Medium,Limited,Monthly,Paid,2022,True,False,4,Low,99
1182,LeetCode,25.1,3.8,3026,Hard,Limited,Monthly,Freemium,2006,False,False,3,Low,95
1183,LeetCode,11.9,4.5,809,Easy,Limited,Biweekly,Paid,2006,False,True,7,High,97
1184,LeetCode,11.0,4.0,603,Easy,No,Biweekly,Freemium,2022,False,False,1,Medium,70
1185,LeetCode,22.3,4.4,3333,Medium,No,Occasionally,Freemium,2006,False,True,2,Low,94
1186,HackerRank,22.4,4.5,1812,Easy,Limited,Occasionally,Freemium,2021,True,True,8,Low,113
1187,CodeChef,12.2,4.0,3691,Hard,Yes,Monthly,Free,2010,False,True,1,Low,81
